metro_area,year,month,unemployment_rate
62265,"The Villages, FL MSA",2003,02,5.4
62266,"Albany, GA MSA",2003,02,5.4
62267,"Athens-Clarke County, GA MSA",2003,02,3.8
62268,"Atlanta-Sandy Springs-Roswell, GA MSA",2003,02,5.1
62269,"Augusta-Richmond County, GA-SC MSA",2003,02,5.2
62270,"Brunswick, GA MSA",2003,02,4.5
62271,"Columbus, GA-AL MSA",2003,02,5.6
62272,"Dalton, GA MSA",2003,02,4.4
62273,"Gainesville, GA MSA",2003,02,4.3
62274,"Hinesville, GA MSA",2003,02,5.6
62275,"Macon-Bibb County, GA MSA",2003,02,4.9
62276,"Rome, GA MSA",2003,02,4.8
62277,"Savannah, GA MSA",2003,02,4.2
62278,"Valdosta, GA MSA",2003,02,3.7
62279,"Warner Robins, GA MSA",2003,02,4.1
62280,"Kahului-Wailuku-Lahaina, HI MSA",2003,02,3.7
62281,"Urban Honolulu, HI MSA",2003,02,3.7
62282,"Boise City, ID MSA",2003,02,5.3
62283,"Coeur d'Alene, ID MSA",2003,02,6.9
62284,"Idaho Falls, ID MSA",2003,02,3.7
62285,"Lewiston, ID-WA MSA",2003,02,6.0
62286,"Pocatello, ID MSA",2003,02,5.2
62287,"Twin Falls, ID MSA",2003,02,4.3
62288,"Bloomington, IL MSA",2003,02,4.1
62289,"Carbondale-Marion, IL MSA",2003,02,5.6
62290,"Champaign-Urbana, IL MSA",2003,02,4.3
62291,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2003,02,6.7
62292,"Danville, IL MSA",2003,02,7.6
62293,"Davenport-Moline-Rock Island, IA-IL MSA",2003,02,5.3
62294,"Decatur, IL MSA",2003,02,7.5
62295,"Kankakee, IL MSA",2003,02,6.9
62296,"Peoria, IL MSA",2003,02,5.8
62297,"Rockford, IL MSA",2003,02,7.7
62298,"Springfield, IL MSA",2003,02,5.0
62299,"Bloomington, IN MSA",2003,02,4.3
62300,"Columbus, IN MSA",2003,02,4.6
62301,"Elkhart-Goshen, IN MSA",2003,02,4.5
62302,"Evansville, IN-KY MSA",2003,02,4.5
62303,"Fort Wayne, IN MSA",2003,02,4.8
62304,"Indianapolis-Carmel-Anderson, IN MSA",2003,02,4.6
62305,"Kokomo, IN MSA",2003,02,5.8
62306,"Lafayette-West Lafayette, IN MSA",2003,02,4.5
62307,"Michigan City-La Porte, IN MSA",2003,02,6.4
62308,"Muncie, IN MSA",2003,02,6.1
62309,"South Bend-Mishawaka, IN-MI MSA",2003,02,5.0
62310,"Terre Haute, IN MSA",2003,02,5.7
62311,"Ames, IA MSA",2003,02,2.8
62312,"Cedar Rapids, IA MSA",2003,02,4.9
62313,"Des Moines-West Des Moines, IA MSA",2003,02,4.0
62314,"Dubuque, IA MSA",2003,02,4.2
62315,"Iowa City, IA MSA",2003,02,3.1
62316,"Sioux City, IA-NE-SD MSA",2003,02,4.1
62317,"Waterloo-Cedar Falls, IA MSA",2003,02,4.2
62318,"Lawrence, KS MSA",2003,02,3.7
62319,"Manhattan, KS MSA",2003,02,3.4
62320,"Topeka, KS MSA",2003,02,4.7
62321,"Wichita, KS MSA",2003,02,6.1
62322,"Bowling Green, KY MSA",2003,02,6.1
62323,"Elizabethtown-Fort Knox, KY MSA",2003,02,5.5
62324,"Lexington-Fayette, KY MSA",2003,02,4.8
62325,"Louisville/Jefferson County, KY-IN MSA",2003,02,5.5
62326,"Owensboro, KY MSA",2003,02,6.2
62327,"Alexandria, LA MSA",2003,02,6.7
62328,"Baton Rouge, LA MSA",2003,02,6.4
62329,"Hammond, LA MSA",2003,02,7.3
62330,"Houma-Thibodaux, LA MSA",2003,02,4.9
62331,"Lafayette, LA MSA",2003,02,5.8
62332,"Lake Charles, LA MSA",2003,02,6.4
62333,"Monroe, LA MSA",2003,02,6.1
62334,"New Orleans-Metairie, LA MSA",2003,02,5.7
62335,"Shreveport-Bossier City, LA MSA",2003,02,7.3
62336,"Bangor, ME Met NECTA",2003,02,4.4
62337,"Lewiston-Auburn, ME Met NECTA",2003,02,4.8
62338,"Portland-South Portland, ME Met NECTA",2003,02,3.5
62339,"Baltimore-Columbia-Towson, MD MSA",2003,02,4.8
62340,"California-Lexington Park, MD MSA",2003,02,3.6
62341,"Cumberland, MD-WV MSA",2003,02,6.2
62342,"Hagerstown-Martinsburg, MD-WV MSA",2003,02,4.9
62343,"Barnstable Town, MA Met NECTA",2003,02,4.8
62344,"Boston-Cambridge-Nashua, MA-NH Met NECTA",2003,02,5.5
62345,"Leominster-Gardner, MA Met NECTA",2003,02,6.7
62346,"New Bedford, MA Met NECTA",2003,02,7.8
62347,"Pittsfield, MA Met NECTA",2003,02,5.1
62348,"Springfield, MA-CT Met NECTA",2003,02,5.6
62349,"Worcester, MA-CT Met NECTA",2003,02,5.9
62350,"Ann Arbor, MI MSA",2003,02,3.8
62351,"Battle Creek, MI MSA",2003,02,6.8
62352,"Bay City, MI MSA",2003,02,7.2
62353,"Detroit-Warren-Dearborn, MI MSA",2003,02,7.0
62354,"Flint, MI MSA",2003,02,7.9
62355,"Grand Rapids-Wyoming, MI MSA",2003,02,6.6
62356,"Jackson, MI MSA",2003,02,7.7
62357,"Kalamazoo-Portage, MI MSA",2003,02,5.4
62358,"Lansing-East Lansing, MI MSA",2003,02,5.0
62359,"Midland, MI MSA",2003,02,6.0
62360,"Monroe, MI MSA",2003,02,5.7
62361,"Muskegon, MI MSA",2003,02,9.0
62362,"Niles-Benton Harbor, MI MSA",2003,02,6.7
62363,"Saginaw, MI MSA",2003,02,8.4
62364,"Duluth, MN-WI MSA",2003,02,5.8
62365,"Mankato-North Mankato, MN MSA",2003,02,3.7
62366,"Minneapolis-St. Paul-Bloomington, MN-WI MSA",2003,02,4.5
62367,"Rochester, MN MSA",2003,02,4.0
62368,"St. Cloud, MN MSA",2003,02,4.7
62369,"Gulfport-Biloxi-Pascagoula, MS MSA",2003,02,5.6
62370,"Hattiesburg, MS MSA",2003,02,5.3
62371,"Jackson, MS MSA",2003,02,5.4
62372,"Cape Girardeau, MO-IL MSA",2003,02,4.7
62373,"Columbia, MO MSA",2003,02,3.3
62374,"Jefferson City, MO MSA",2003,02,4.2
62375,"Joplin, MO MSA",2003,02,5.6
62376,"Kansas City, MO-KS MSA",2003,02,5.7
62377,"St. Joseph, MO-KS MSA",2003,02,5.8
62378,"St. Louis, MO-IL MSA",2003,02,5.5
62379,"Springfield, MO MSA",2003,02,4.6
62380,"Billings, MT MSA",2003,02,3.6
62381,"Great Falls, MT MSA",2003,02,4.3
62382,"Missoula, MT MSA",2003,02,4.0
62383,"Grand Island, NE MSA",2003,02,4.4
62384,"Lincoln, NE MSA",2003,02,3.4
62385,"Omaha-Council Bluffs, NE-IA MSA",2003,02,4.1
62386,"Carson City, NV MSA",2003,02,5.5
62387,"Las Vegas-Henderson-Paradise, NV MSA",2003,02,5.5
62388,"Reno, NV MSA",2003,02,4.5
62389,"Dover-Durham, NH-ME Met NECTA",2003,02,4.3
62390,"Manchester, NH Met NECTA",2003,02,4.2
62391,"Portsmouth, NH-ME Met NECTA",2003,02,4.1
62392,"Atlantic City-Hammonton, NJ MSA",2003,02,6.1
62393,"Ocean City, NJ MSA",2003,02,8.2
62394,"Trenton, NJ MSA",2003,02,5.3
62395,"Vineland-Bridgeton, NJ MSA",2003,02,7.9
62396,"Albuquerque, NM MSA",2003,02,5.2
62397,"Farmington, NM MSA",2003,02,6.8
62398,"Las Cruces, NM MSA",2003,02,6.4
62399,"Santa Fe, NM MSA",2003,02,4.0
62400,"Albany-Schenectady-Troy, NY MSA",2003,02,4.1
62401,"Binghamton, NY MSA",2003,02,5.7
62402,"Buffalo-Cheektowaga-Niagara Falls, NY MSA",2003,02,5.5
62403,"Elmira, NY MSA",2003,02,6.2
62404,"Glens Falls, NY MSA",2003,02,4.7
62405,"Ithaca, NY MSA",2003,02,3.8
62406,"Kingston, NY MSA",2003,02,4.2
62407,"New York-Newark-Jersey City, NY-NJ-PA MSA",2003,02,6.6
62408,"Rochester, NY MSA",2003,02,5.4
62409,"Syracuse, NY MSA",2003,02,5.2
62410,"Utica-Rome, NY MSA",2003,02,5.2
62411,"Watertown-Fort Drum, NY MSA",2003,02,6.6
62412,"Asheville, NC MSA",2003,02,5.0
62413,"Burlington, NC MSA",2003,02,7.3
62414,"Charlotte-Concord-Gastonia, NC-SC MSA",2003,02,6.3
62415,"Durham-Chapel Hill, NC MSA",2003,02,5.5
62416,"Fayetteville, NC MSA",2003,02,6.5
62417,"Goldsboro, NC MSA",2003,02,6.2
62418,"Greensboro-High Point, NC MSA",2003,02,6.4
62419,"Greenville, NC MSA",2003,02,6.4
62420,"Hickory-Lenoir-Morganton, NC MSA",2003,02,7.8
62421,"Jacksonville, NC MSA",2003,02,6.7
62422,"New Bern, NC MSA",2003,02,5.7
62423,"Raleigh, NC MSA",2003,02,5.6
62424,"Rocky Mount, NC MSA",2003,02,8.6
62425,"Wilmington, NC MSA",2003,02,6.1
62426,"Winston-Salem, NC MSA",2003,02,5.9
62427,"Bismarck, ND MSA",2003,02,3.4
62428,"Fargo, ND-MN MSA",2003,02,3.1
62429,"Grand Forks, ND-MN MSA",2003,02,4.0
62430,"Akron, OH MSA",2003,02,6.4
62431,"Canton-Massillon, OH MSA",2003,02,6.9
62432,"Cincinnati, OH-KY-IN MSA",2003,02,5.4
62433,"Cleveland-Elyria, OH MSA",2003,02,5.4
62434,"Columbus, OH MSA",2003,02,5.7
62435,"Dayton, OH MSA",2003,02,6.4
62436,"Lima, OH MSA",2003,02,7.2
62437,"Mansfield, OH MSA",2003,02,7.2
62438,"Springfield, OH MSA",2003,02,7.9
62439,"Toledo, OH MSA",2003,02,7.0
62440,"Weirton-Steubenville, WV-OH MSA",2003,02,6.5
62441,"Youngstown-Warren-Boardman, OH-PA MSA",2003,02,7.2
62442,"Enid, OK MSA",2003,02,4.1
62443,"Lawton, OK MSA",2003,02,4.2
62444,"Oklahoma City, OK MSA",2003,02,4.9
62445,"Tulsa, OK MSA",2003,02,5.9
62446,"Albany, OR MSA",2003,02,9.4
62447,"Bend-Redmond, OR MSA",2003,02,7.8
62448,"Corvallis, OR MSA",2003,02,5.7
62449,"Eugene, OR MSA",2003,02,7.4
62450,"Grants Pass, OR MSA",2003,02,8.7
62451,"Medford, OR MSA",2003,02,7.4
62452,"Portland-Vancouver-Hillsboro, OR-WA MSA",2003,02,8.2
62453,"Salem, OR MSA",2003,02,7.5
62454,"Allentown-Bethlehem-Easton, PA-NJ MSA",2003,02,5.8
62455,"Altoona, PA MSA",2003,02,5.8
62456,"Bloomsburg-Berwick, PA MSA",2003,02,6.5
62457,"Chambersburg-Waynesboro, PA MSA",2003,02,4.7
62458,"East Stroudsburg, PA MSA",2003,02,6.1
62459,"Erie, PA MSA",2003,02,6.8
62460,"Gettysburg, PA MSA",2003,02,4.2
62461,"Harrisburg-Carlisle, PA MSA",2003,02,4.8
62462,"Johnstown, PA MSA",2003,02,7.4
62463,"Lancaster, PA MSA",2003,02,4.3
62464,"Lebanon, PA MSA",2003,02,4.5
62465,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD MSA",2003,02,5.5
62466,"Pittsburgh, PA MSA",2003,02,6.0
62467,"Reading, PA MSA",2003,02,6.4
62468,"Scranton--Wilkes-Barre--Hazleton, PA MSA",2003,02,6.5
62469,"State College, PA MSA",2003,02,4.4
62470,"Williamsport, PA MSA",2003,02,6.0
62471,"York-Hanover, PA MSA",2003,02,5.1
62472,"Providence-Warwick, RI-MA Met NECTA",2003,02,5.6
62473,"Charleston-North Charleston, SC MSA",2003,02,5.2
62474,"Columbia, SC MSA",2003,02,5.5
62475,"Florence, SC MSA",2003,02,8.0
62476,"Greenville-Anderson-Mauldin, SC MSA",2003,02,6.2
62477,"Hilton Head Island-Bluffton-Beaufort, SC MSA",2003,02,5.0
62478,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC MSA",2003,02,5.9
62479,"Spartanburg, SC MSA",2003,02,7.5
62480,"Sumter, SC MSA",2003,02,7.4
62481,"Rapid City, SD MSA",2003,02,3.1
62482,"Sioux Falls, SD MSA",2003,02,2.9
62483,"Chattanooga, TN-GA MSA",2003,02,4.3
62484,"Clarksville, TN-KY MSA",2003,02,5.3
62485,"Cleveland, TN MSA",2003,02,5.0
62486,"Jackson, TN MSA",2003,02,6.1
62487,"Johnson City, TN MSA",2003,02,5.6
62488,"Kingsport-Bristol-Bristol, TN-VA MSA",2003,02,5.5
62489,"Knoxville, TN MSA",2003,02,4.4
62490,"Memphis, TN-MS-AR MSA",2003,02,5.5
62491,"Morristown, TN MSA",2003,02,5.6
62492,"Nashville-Davidson--Murfreesboro--Franklin, TN MSA",2003,02,4.4
62493,"Abilene, TX MSA",2003,02,5.3
62494,"Amarillo, TX MSA",2003,02,4.9
62495,"Austin-Round Rock, TX MSA",2003,02,6.1
62496,"Beaumont-Port Arthur, TX MSA",2003,02,8.8
62497,"Brownsville-Harlingen, TX MSA",2003,02,9.5
62498,"College Station-Bryan, TX MSA",2003,02,4.8
62499,"Corpus Christi, TX MSA",2003,02,6.6
62500,"Dallas-Fort Worth-Arlington, TX MSA",2003,02,6.7
62501,"El Paso, TX MSA",2003,02,8.7
62502,"Houston-The Woodlands-Sugar Land, TX MSA",2003,02,6.6
62503,"Killeen-Temple, TX MSA",2003,02,6.4
62504,"Laredo, TX MSA",2003,02,7.4
62505,"Longview, TX MSA",2003,02,7.1
62506,"Lubbock, TX MSA",2003,02,4.7
62507,"McAllen-Edinburg-Mission, TX MSA",2003,02,10.7
62508,"Midland, TX MSA",2003,02,5.0
62509,"Odessa, TX MSA",2003,02,7.0
62510,"San Angelo, TX MSA",2003,02,5.1
62511,"San Antonio-New Braunfels, TX MSA",2003,02,6.0
62512,"Sherman-Denison, TX MSA",2003,02,6.7
62513,"Texarkana, TX-AR MSA",2003,02,5.9
62514,"Tyler, TX MSA",2003,02,5.8
62515,"Victoria, TX MSA",2003,02,5.8
62516,"Waco, TX MSA",2003,02,6.0
62517,"Wichita Falls, TX MSA",2003,02,5.7
62518,"Logan, UT-ID MSA",2003,02,4.2
62519,"Ogden-Clearfield, UT MSA",2003,02,5.8
62520,"Provo-Orem, UT MSA",2003,02,5.6
62521,"St. George, UT MSA",2003,02,5.5
62522,"Salt Lake City, UT MSA",2003,02,6.0
62523,"Burlington-South Burlington, VT Met NECTA",2003,02,3.9
62524,"Blacksburg-Christiansburg-Radford, VA MSA",2003,02,4.7
62525,"Charlottesville, VA MSA",2003,02,3.5
62526,"Harrisonburg, VA MSA",2003,02,3.7
62527,"Lynchburg, VA MSA",2003,02,5.0
62528,"Richmond, VA MSA",2003,02,4.2
62529,"Roanoke, VA MSA",2003,02,4.3
62530,"Staunton-Waynesboro, VA MSA",2003,02,3.8
62531,"Virginia Beach-Norfolk-Newport News, VA-NC MSA",2003,02,4.2
62532,"Winchester, VA-WV MSA",2003,02,4.0
62533,"Bellingham, WA MSA",2003,02,6.7
62534,"Bremerton-Silverdale, WA MSA",2003,02,7.0
62535,"Kennewick-Richland, WA MSA",2003,02,7.2
62536,"Longview, WA MSA",2003,02,10.1
62537,"Mount Vernon-Anacortes, WA MSA",2003,02,8.2
62538,"Olympia-Tumwater, WA MSA",2003,02,6.4
62539,"Seattle-Tacoma-Bellevue, WA MSA",2003,02,6.9
62540,"Spokane-Spokane Valley, WA MSA",2003,02,7.6
62541,"Walla Walla, WA MSA",2003,02,7.1
62542,"Wenatchee, WA MSA",2003,02,8.1
62543,"Yakima, WA MSA",2003,02,9.3
62544,"Beckley, WV MSA",2003,02,7.0
62545,"Charleston, WV MSA",2003,02,5.8
62546,"Huntington-Ashland, WV-KY-OH MSA",2003,02,6.0
62547,"Morgantown, WV MSA",2003,02,5.0
62548,"Parkersburg-Vienna, WV MSA",2003,02,6.3
62549,"Wheeling, WV-OH MSA",2003,02,6.5
62550,"Appleton, WI MSA",2003,02,5.6
62551,"Eau Claire, WI MSA",2003,02,5.5
62552,"Fond du Lac, WI MSA",2003,02,5.3
62553,"Green Bay, WI MSA",2003,02,5.6
62554,"Janesville-Beloit, WI MSA",2003,02,6.3
62555,"La Crosse-Onalaska, WI-MN MSA",2003,02,4.7
62556,"Madison, WI MSA",2003,02,3.9
62557,"Milwaukee-Waukesha-West Allis, WI MSA",2003,02,6.1
62558,"Oshkosh-Neenah, WI MSA",2003,02,5.3
62559,"Racine, WI MSA",2003,02,7.1
62560,"Sheboygan, WI MSA",2003,02,5.1
62561,"Wausau, WI MSA",2003,02,5.0
62562,"Casper, WY MSA",2003,02,4.4
62563,"Cheyenne, WY MSA",2003,02,4.4
62564,"Aguadilla-Isabela, PR MSA",2003,02,15.2
62565,"Arecibo, PR MSA",2003,02,13.8
62566,"Guayama, PR MSA",2003,02,17.8
62567,"Mayaguez, PR MSA",2003,02,14.6
62568,"Ponce, PR MSA",2003,02,14.2
62569,"San German, PR MSA",2003,02,13.2
62570,"San Juan-Carolina-Caguas, PR MSA",2003,02,10.8
62571,"Anniston-Oxford-Jacksonville, AL MSA",2003,03,5.8
62572,"Auburn-Opelika, AL MSA",2003,03,4.5
62573,"Birmingham-Hoover, AL MSA",2003,03,5.1
62574,"Daphne-Fairhope-Foley, AL MSA",2003,03,4.9
62575,"Decatur, AL MSA",2003,03,6.0
62576,"Dothan, AL MSA",2003,03,4.9
62577,"Florence-Muscle Shoals, AL MSA",2003,03,7.5
62578,"Gadsden, AL MSA",2003,03,6.4
62579,"Huntsville, AL MSA",2003,03,4.7
62580,"Mobile, AL MSA",2003,03,6.7
62581,"Montgomery, AL MSA",2003,03,5.5
62582,"Tuscaloosa, AL MSA",2003,03,5.2
62583,"Anchorage, AK MSA",2003,03,6.8
62584,"Fairbanks, AK MSA",2003,03,7.1
62585,"Flagstaff, AZ MSA",2003,03,5.7
62586,"Lake Havasu City-Kingman, AZ MSA",2003,03,5.0
62587,"Phoenix-Mesa-Scottsdale, AZ MSA",2003,03,5.5
62588,"Prescott, AZ MSA",2003,03,5.2
62589,"Sierra Vista-Douglas, AZ MSA",2003,03,5.9
62590,"Tucson, AZ MSA",2003,03,5.5
62591,"Yuma, AZ MSA",2003,03,17.2
62592,"Fayetteville-Springdale-Rogers, AR-MO MSA",2003,03,3.7
62593,"Fort Smith, AR-OK MSA",2003,03,5.5
62594,"Hot Springs, AR MSA",2003,03,6.3
62595,"Jonesboro, AR MSA",2003,03,5.7
62596,"Little Rock-North Little Rock-Conway, AR MSA",2003,03,5.1
62597,"Pine Bluff, AR MSA",2003,03,7.9
62598,"Bakersfield, CA MSA",2003,03,10.2
62599,"Chico, CA MSA",2003,03,7.5
62600,"El Centro, CA MSA",2003,03,14.9
62601,"Fresno, CA MSA",2003,03,12.1
62602,"Hanford-Corcoran, CA MSA",2003,03,12.3
62603,"Los Angeles-Long Beach-Anaheim, CA MSA",2003,03,6.3
62604,"Madera, CA MSA",2003,03,10.8
62605,"Merced, CA MSA",2003,03,11.6
62606,"Modesto, CA MSA",2003,03,9.9
62607,"Napa, CA MSA",2003,03,4.8
62608,"Oxnard-Thousand Oaks-Ventura, CA MSA",2003,03,5.8
62609,"Redding, CA MSA",2003,03,7.3
62610,"Riverside-San Bernardino-Ontario, CA MSA",2003,03,6.4
62611,"Sacramento--Roseville--Arden-Arcade, CA MSA",2003,03,5.7
62612,"Salinas, CA MSA",2003,03,8.9
62613,"San Diego-Carlsbad, CA MSA",2003,03,5.3
62614,"San Francisco-Oakland-Hayward, CA MSA",2003,03,6.5
62615,"San Jose-Sunnyvale-Santa Clara, CA MSA",2003,03,8.7
62616,"San Luis Obispo-Paso Robles-Arroyo Grande, CA MSA",2003,03,4.7
62617,"Santa Cruz-Watsonville, CA MSA",2003,03,7.9
62618,"Santa Maria-Santa Barbara, CA MSA",2003,03,5.0
62619,"Santa Rosa, CA MSA",2003,03,5.4
62620,"Stockton-Lodi, CA MSA",2003,03,9.1
62621,"Vallejo-Fairfield, CA MSA",2003,03,6.3
62622,"Visalia-Porterville, CA MSA",2003,03,12.4
62623,"Yuba City, CA MSA",2003,03,11.0
62624,"Boulder, CO MSA",2003,03,5.8
62625,"Colorado Springs, CO MSA",2003,03,6.1
62626,"Denver-Aurora-Lakewood, CO MSA",2003,03,6.2
62627,"Fort Collins, CO MSA",2003,03,5.0
62628,"Grand Junction, CO MSA",2003,03,5.3
62629,"Greeley, CO MSA",2003,03,5.7
62630,"Pueblo, CO MSA",2003,03,7.3
62631,"Bridgeport-Stamford-Norwalk, CT Met NECTA",2003,03,5.1
62632,"Danbury, CT Met NECTA",2003,03,4.1
62633,"Hartford-West Hartford-East Hartford, CT Met NECTA",2003,03,5.7
62634,"New Haven, CT Met NECTA",2003,03,5.3
62635,"Norwich-New London-Westerly, CT-RI Met NECTA",2003,03,4.7
62636,"Waterbury, CT Met NECTA",2003,03,7.0
62637,"Dover, DE MSA",2003,03,4.4
62638,"Salisbury, MD-DE MSA",2003,03,4.8
62639,"Washington-Arlington-Alexandria, DC-VA-MD-WV MSA",2003,03,3.9
62640,"Cape Coral-Fort Myers, FL MSA",2003,03,4.9
62641,"Crestview-Fort Walton Beach-Destin, FL MSA",2003,03,4.0
62642,"Deltona-Daytona Beach-Ormond Beach, FL MSA",2003,03,5.4
62643,"Gainesville, FL MSA",2003,03,3.8
62644,"Homosassa Springs, FL MSA",2003,03,6.5
62645,"Jacksonville, FL MSA",2003,03,5.2
62646,"Lakeland-Winter Haven, FL MSA",2003,03,5.8
62647,"Miami-Fort Lauderdale-West Palm Beach, FL MSA",2003,03,5.4
62648,"Naples-Immokalee-Marco Island, FL MSA",2003,03,5.2
62649,"North Port-Sarasota-Bradenton, FL MSA",2003,03,4.8
62650,"Ocala, FL MSA",2003,03,5.6
62651,"Orlando-Kissimmee-Sanford, FL MSA",2003,03,5.4
62652,"Palm Bay-Melbourne-Titusville, FL MSA",2003,03,5.6
62653,"Panama City, FL MSA",2003,03,5.5
62654,"Pensacola-Ferry Pass-Brent, FL MSA",2003,03,5.1
62655,"Port St. Lucie, FL MSA",2003,03,6.2
62656,"Punta Gorda, FL MSA",2003,03,5.6
62657,"Sebastian-Vero Beach, FL MSA",2003,03,6.8
62658,"Sebring, FL MSA",2003,03,5.8
62659,"Tallahassee, FL MSA",2003,03,4.4
62660,"Tampa-St. Petersburg-Clearwater, FL MSA",2003,03,5.6
62661,"The Villages, FL MSA",2003,03,5.3
62662,"Albany, GA MSA",2003,03,5.4
62663,"Athens-Clarke County, GA MSA",2003,03,3.8
62664,"Atlanta-Sandy Springs-Roswell, GA MSA",2003,03,5.1
62665,"Augusta-Richmond County, GA-SC MSA",2003,03,5.3
62666,"Brunswick, GA MSA",2003,03,4.5
62667,"Columbus, GA-AL MSA",2003,03,5.6
62668,"Dalton, GA MSA",2003,03,4.5
62669,"Gainesville, GA MSA",2003,03,4.3
62670,"Hinesville, GA MSA",2003,03,5.5
62671,"Macon-Bibb County, GA MSA",2003,03,4.9
62672,"Rome, GA MSA",2003,03,4.9
62673,"Savannah, GA MSA",2003,03,4.2
62674,"Valdosta, GA MSA",2003,03,3.7
62675,"Warner Robins, GA MSA",2003,03,4.1
62676,"Kahului-Wailuku-Lahaina, HI MSA",2003,03,3.8
62677,"Urban Honolulu, HI MSA",2003,03,3.8
62678,"Boise City, ID MSA",2003,03,5.4
62679,"Coeur d'Alene, ID MSA",2003,03,6.9
62680,"Idaho Falls, ID MSA",2003,03,3.7
62681,"Lewiston, ID-WA MSA",2003,03,6.2
62682,"Pocatello, ID MSA",2003,03,5.3
62683,"Twin Falls, ID MSA",2003,03,4.3
62684,"Bloomington, IL MSA",2003,03,4.2
62685,"Carbondale-Marion, IL MSA",2003,03,5.7
62686,"Champaign-Urbana, IL MSA",2003,03,4.4
62687,"Chicago-Naperville-Elgin, IL-IN-WI MSA",2003,03,6.7
62688,"Danville, IL MSA",2003,03,7.7
62689,"Davenport-Moline-Rock Island, IA-IL MSA",2003,03,5.4
62690,"Decatur, IL MSA",2003,03,7.5
62691,"Kankakee, IL MSA",2003,03,7.0
62692,"Peoria, IL MSA",2003,03,5.9
62693,"Rockford, IL MSA",2003,03,7.9
62694,"Springfield, IL MSA",2003,03,5.1
62695,"Bloomington, IN MSA",2003,03,4.3
62696,"Columbus, IN MSA",2003,03,4.7
62697,"Elkhart-Goshen, IN MSA",2003,03,4.7
62698,"Evansville, IN-KY MSA",2003,03,4.5
62699,"Fort Wayne, IN MSA",2003,03,4.9
62700,"Indianapolis-Carmel-Anderson, IN MSA",2003,03,4.6
62701,"Kokomo, IN MSA",2003,03,5.8
62702,"Lafayette-West Lafayette, IN MSA",2003,03,4.6
62703,"Michigan City-La Porte, IN MSA",2003,03,6.5
62704,"Muncie, IN MSA",2003,03,6.2
62705,"South Bend-Mishawaka, IN-MI MSA",2003,03,5.1
62706,"Terre Haute, IN MSA",2003,03,5.7
62707,"Ames, IA MSA",2003,03,2.8
62708,"Cedar Rapids, IA MSA",2003,03,4.9
62709,"Des Moines-West Des Moines, IA MSA",2003,03,4.1
62710,"Dubuque, IA MSA",2003,03,4.3
62711,"Iowa City, IA MSA",2003,03,3.1
62712,"Sioux City, IA-NE-SD MSA",2003,03,4.2
62713,"Waterloo-Cedar Falls, IA MSA",2003,03,4.3
62714,"Lawrence, KS MSA",2003,03,3.7
62715,"Manhattan, KS MSA",2003,03,3.4
62716,"Topeka, KS MSA",2003,03,4.8
62717,"Wichita, KS MSA",2003,03,6.1
62718,"Bowling Green, KY MSA",2003,03,6.2
62719,"Elizabethtown-Fort Knox, KY MSA",2003,03,5.5
62720,"Lexington-Fayette, KY MSA",2003,03,4.8
62721,"Louisville/Jefferson County, KY-IN MSA",2003,03,5.6
62722,"Owensboro, KY MSA",2003,03,6.3
62723,"Alexandria, LA MSA",2003,03,6.8
62724,"Baton Rouge, LA MSA",2003,03,6.5
62725,"Hammond, LA MSA",2003,03,7.3
62726,"Houma-Thibodaux, LA MSA",2003,03,5.0
62727,"Lafayette, LA MSA",2003,03,5.8
62728,"Lake Charles, LA MSA",2003,03,6.6
62729,"Monroe, LA MSA",2003,03,6.2
62730,"New Orleans-Metairie, LA MSA",2003,03,5.7
62731,"Shreveport-Bossier City, LA MSA",2003,03,7.5
62732,"Bangor, ME Met NECTA",2003,03,4.4
62733,"Lewiston-Auburn, ME Met NECTA",2003,03,4.9
62734,"Portland-South Portland, ME Met NECTA",2003,03,3.5
62735,"Baltimore-Columbia-Towson, MD MSA",2003,03,4.8
62736,"California-Lexington Park, MD MSA",2003,03,3.6
62737,"Cumberland, MD-WV MSA",2003,03,6.2
62738,"Hagerstown-Martinsburg, MD-WV MSA",2003,03,5.0
62739,"Barnstable Town, MA Met NECTA",2003,03,4.9
62740,"Boston-Cambridge-Nashua, MA-NH Met NECTA",2003,03,5.6
62741,"Leominster-Gardner, MA Met NECTA",2003,03,6.8
62742,"New Bedford, MA Met NECTA",2003,03,7.9
62743,"Pittsfield, MA Met NECTA",2003,03,5.2
62744,"Springfield, MA-CT Met NECTA",2003,03,5.6
62745,"Worcester, MA-CT Met NECTA",2003,03,6.0
62746,"Ann Arbor, MI MSA",2003,03,3.9
62747,"Battle Creek, MI MSA",2003,03,7.0
62748,"Bay City, MI MSA",2003,03,7.4
62749,"Detroit-Warren-Dearborn, MI MSA",2003,03,7.2
62750,"Flint, MI MSA",2003,03,8.1
62751,"Grand Rapids-Wyoming, MI MSA",2003,03,6.8
62752,"Jackson, MI MSA",2003,03,8.0
62753,"Kalamazoo-Portage, MI MSA",2003,03,5.6
62754,"Lansing-East Lansing, MI MSA",2003,03,5.1
62755,"Midland, MI MSA",2003,03,6.2
62756,"Monroe, MI MSA",2003,03,5.8
62757,"Muskegon, MI MSA",2003,03,9.2
