Job Title,City,State,Latitude,Longitude,Average Salary,Job Openings
Physician Assistant,Denver,CO,39.7348381,-104.9653271,102994,217
Orthodontist,Denver,CO,39.7348381,-104.9653271,0,8
Nurse Practitioner,Denver,CO,39.7348381,-104.9653271,102489,153
Statistician,Denver,CO,39.7348381,-104.9653271,0,23
Physician,Denver,CO,39.7348381,-104.9653271,171283,124
Speech Language Pathologist,Denver,CO,39.7348381,-104.9653271,32.94,88
Oral and Maxillofacial Surgeon,Denver,CO,39.7348381,-104.9653271,0,0
Veterinarian,Denver,CO,39.7348381,-104.9653271,161355,65
Medical and Health Services Manager,Denver,CO,39.7348381,-104.9653271,0,0
IT Manager,Denver,CO,39.7348381,-104.9653271,92942,615
Registered Nurse,Denver,CO,39.7348381,-104.9653271,32.28,"1,555"
Mathematician,Denver,CO,39.7348381,-104.9653271,0,14
Physical Therapist,Denver,CO,39.7348381,-104.9653271,80296,576
Optometrist,Denver,CO,39.7348381,-104.9653271,118431,199
Anesthesiologist,Denver,CO,39.7348381,-104.9653271,371935,12
Obstetrician and Gynecologist,Denver,CO,39.7348381,-104.9653271,0,0
Surgeon,Denver,CO,39.7348381,-104.9653271,0,247
Operations Research Analyst,Denver,CO,39.7348381,-104.9653271,0,4
Nurse Anesthetist,Denver,CO,39.7348381,-104.9653271,0,8
Pediatrician,Denver,CO,39.7348381,-104.9653271,181259,8
Web Developer,Denver,CO,39.7348381,-104.9653271,67027,705
Dental Hygienist,Denver,CO,39.7348381,-104.9653271,41.54,78
Genetic Counselor,Denver,CO,39.7348381,-104.9653271,0,4
Physical Therapist Assistant,Denver,CO,39.7348381,-104.9653271,19.47,209
Financial Manager,Denver,CO,39.7348381,-104.9653271,0,3
Occupational Therapist,Denver,CO,39.7348381,-104.9653271,87276,246
Psychologist,Denver,CO,39.7348381,-104.9653271,82729,80
Database Administrator,Denver,CO,39.7348381,-104.9653271,88767,181
Financial Advisor,Denver,CO,39.7348381,-104.9653271,72819,468
Mechanical Engineer,Denver,CO,39.7348381,-104.9653271,81849,813
Civil Engineer,Denver,CO,39.7348381,-104.9653271,86505,533
Psychiatrist,Denver,CO,39.7348381,-104.9653271,178832,109
Substance Abuse and Behavioral Disorder Counselor,Denver,CO,39.7348381,-104.9653271,0,0
School Psychologist,Denver,CO,39.7348381,-104.9653271,83323,29
Home Health Aide,Denver,CO,39.7348381,-104.9653271,14.63,146
Information Security Analyst,Denver,CO,39.7348381,-104.9653271,96963,320
Pilot,Denver,CO,39.7348381,-104.9653271,86881,182
Respiratory Therapist,Denver,CO,39.7348381,-104.9653271,31.8,114
Diagnostic Medical Sonographer,Denver,CO,39.7348381,-104.9653271,0,11
Accountant,Denver,CO,39.7348381,-104.9653271,61666,425
Market Research Analyst,Denver,CO,39.7348381,-104.9653271,0,5
Business Operations Manager,Denver,CO,39.7348381,-104.9653271,0,233
Marketing Manager,Denver,CO,39.7348381,-104.9653271,65242,344
Industrial Psychologist,Denver,CO,39.7348381,-104.9653271,0,2
Podiatrist,Denver,CO,39.7348381,-104.9653271,0,2
Environmental Engineer,Denver,CO,39.7348381,-104.9653271,0,326
Social and Community Service Manager,Denver,CO,39.7348381,-104.9653271,0,49
Lawyer,Denver,CO,39.7348381,-104.9653271,80502,105
Marriage and Family Therapist,Denver,CO,39.7348381,-104.9653271,0,13
Medical Assistant,Denver,CO,39.7348381,-104.9653271,16.86,220
Data Analyst,Denver,CO,39.7348381,-104.9653271,70345,"1,271"
Actuary,Denver,CO,39.7348381,-104.9653271,112463,13
Medical Records Technician,Denver,CO,39.7348381,-104.9653271,0,727
Prosthodontist,Denver,CO,39.7348381,-104.9653271,0,2
Construction Manager,Denver,CO,39.7348381,-104.9653271,87056,"1,313"
Veterinary Technologist and Technician,Denver,CO,39.7348381,-104.9653271,0,0
Landscaper and Groundskeeper,Denver,CO,39.7348381,-104.9653271,0,0
Computer Network Architect,Denver,CO,39.7348381,-104.9653271,0,2
Orthotist and Prosthetist,Denver,CO,39.7348381,-104.9653271,0,0
Personal Care Aide,Denver,CO,39.7348381,-104.9653271,0,80
Computer Systems Administrator,Denver,CO,39.7348381,-104.9653271,0,442
Massage Therapist,Denver,CO,39.7348381,-104.9653271,29.39,269
Cartographer,Denver,CO,39.7348381,-104.9653271,0,1
Dental Assistant,Denver,CO,39.7348381,-104.9653271,18.37,96
Management Analyst,Denver,CO,39.7348381,-104.9653271,0,15
Solar Photovoltaic Installer,Denver,CO,39.7348381,-104.9653271,0,2
Physical Therapist Aide,Denver,CO,39.7348381,-104.9653271,0,26
Occupational Therapy Assistant,Denver,CO,39.7348381,-104.9653271,0,93
Mental Health Counselor,Denver,CO,39.7348381,-104.9653271,0,146
Environmental Engineering Technician,Denver,CO,39.7348381,-104.9653271,0,81
Nail Technician,Denver,CO,39.7348381,-104.9653271,21.7,13
Plumber,Denver,CO,39.7348381,-104.9653271,26.36,87
Radiologic Technologist,Denver,CO,39.7348381,-104.9653271,0,90
MRI Technologist,Denver,CO,39.7348381,-104.9653271,40.32,13
Chiropractor,Denver,CO,39.7348381,-104.9653271,72893,35
Cost Estimator,Denver,CO,39.7348381,-104.9653271,0,118
Financial Analyst,Denver,CO,39.7348381,-104.9653271,71473,529
Insurance Sales Agent,Denver,CO,39.7348381,-104.9653271,0,23
School Counselor,Denver,CO,39.7348381,-104.9653271,21.57,646
Nurse Midwife,Denver,CO,39.7348381,-104.9653271,0,8
Paralegal,Denver,CO,39.7348381,-104.9653271,56713,43
Phlebotomist,Denver,CO,39.7348381,-104.9653271,17.22,65
Loan Officer,Denver,CO,39.7348381,-104.9653271,78331,135
Clinical Social Worker,Denver,CO,39.7348381,-104.9653271,0,61
Compliance Officer,Denver,CO,39.7348381,-104.9653271,64617,24
Dietitian and Nutritionist,Denver,CO,39.7348381,-104.9653271,0,0
Ophthalmic Medical Technician,Denver,CO,39.7348381,-104.9653271,0,2
Clinical Laboratory Technician,Denver,CO,39.7348381,-104.9653271,0,165
Licensed Practical and Licensed Vocational Nurse,Denver,CO,39.7348381,-104.9653271,0,0
Electrician,Denver,CO,39.7348381,-104.9653271,26.07,122
HR Specialist,Denver,CO,39.7348381,-104.9653271,0,98
Wind Turbine Technician,Denver,CO,39.7348381,-104.9653271,0,1
Logistician,Denver,CO,39.7348381,-104.9653271,0,0
Residential Advisor,Denver,CO,39.7348381,-104.9653271,0,33
Optician,Denver,CO,39.7348381,-104.9653271,17.27,18
Computer Support Specialist,Denver,CO,39.7348381,-104.9653271,0,1
Esthetician and Skincare Specialist,Denver,CO,39.7348381,-104.9653271,0,0
Restaurant Cook,Denver,CO,39.7348381,-104.9653271,0,802
Software Engineer,Colorado Springs,CO,38.8339578,-104.8253485,107828,807
Dentist,Colorado Springs,CO,38.8339578,-104.8253485,226544,5
Physician Assistant,Colorado Springs,CO,38.8339578,-104.8253485,104860,47
Orthodontist,Colorado Springs,CO,38.8339578,-104.8253485,0,4
Nurse Practitioner,Colorado Springs,CO,38.8339578,-104.8253485,105889,28
Statistician,Colorado Springs,CO,38.8339578,-104.8253485,0,1
Physician,Colorado Springs,CO,38.8339578,-104.8253485,172057,53
Speech Language Pathologist,Colorado Springs,CO,38.8339578,-104.8253485,28.25,36
Oral and Maxillofacial Surgeon,Colorado Springs,CO,38.8339578,-104.8253485,0,0
Veterinarian,Colorado Springs,CO,38.8339578,-104.8253485,164778,12
Medical and Health Services Manager,Colorado Springs,CO,38.8339578,-104.8253485,0,0
IT Manager,Colorado Springs,CO,38.8339578,-104.8253485,81983,87
Registered Nurse,Colorado Springs,CO,38.8339578,-104.8253485,29.12,302
Mathematician,Colorado Springs,CO,38.8339578,-104.8253485,0,1
Physical Therapist,Colorado Springs,CO,38.8339578,-104.8253485,82608,193
Optometrist,Colorado Springs,CO,38.8339578,-104.8253485,124373,77
Anesthesiologist,Colorado Springs,CO,38.8339578,-104.8253485,51501,5
Obstetrician and Gynecologist,Colorado Springs,CO,38.8339578,-104.8253485,0,0
Surgeon,Colorado Springs,CO,38.8339578,-104.8253485,0,37
Operations Research Analyst,Colorado Springs,CO,38.8339578,-104.8253485,0,13
Nurse Anesthetist,Colorado Springs,CO,38.8339578,-104.8253485,0,3
Pediatrician,Colorado Springs,CO,38.8339578,-104.8253485,147755,2
Web Developer,Colorado Springs,CO,38.8339578,-104.8253485,49347,82
Dental Hygienist,Colorado Springs,CO,38.8339578,-104.8253485,39.67,19
Genetic Counselor,Colorado Springs,CO,38.8339578,-104.8253485,0,6
Physical Therapist Assistant,Colorado Springs,CO,38.8339578,-104.8253485,18.8,86
Financial Manager,Colorado Springs,CO,38.8339578,-104.8253485,0,1
Occupational Therapist,Colorado Springs,CO,38.8339578,-104.8253485,84924,96
Psychologist,Colorado Springs,CO,38.8339578,-104.8253485,86149,12
Database Administrator,Colorado Springs,CO,38.8339578,-104.8253485,95415,71
Financial Advisor,Colorado Springs,CO,38.8339578,-104.8253485,83621,68
Mechanical Engineer,Colorado Springs,CO,38.8339578,-104.8253485,137115,78
Civil Engineer,Colorado Springs,CO,38.8339578,-104.8253485,75266,71
Psychiatrist,Colorado Springs,CO,38.8339578,-104.8253485,279362,12
Substance Abuse and Behavioral Disorder Counselor,Colorado Springs,CO,38.8339578,-104.8253485,0,0
School Psychologist,Colorado Springs,CO,38.8339578,-104.8253485,76315,4
Home Health Aide,Colorado Springs,CO,38.8339578,-104.8253485,14.42,26
Information Security Analyst,Colorado Springs,CO,38.8339578,-104.8253485,83618,167
Pilot,Colorado Springs,CO,38.8339578,-104.8253485,64212,158
Respiratory Therapist,Colorado Springs,CO,38.8339578,-104.8253485,27.75,12
Diagnostic Medical Sonographer,Colorado Springs,CO,38.8339578,-104.8253485,0,1
Accountant,Colorado Springs,CO,38.8339578,-104.8253485,44070,28
Market Research Analyst,Colorado Springs,CO,38.8339578,-104.8253485,0,17
Business Operations Manager,Colorado Springs,CO,38.8339578,-104.8253485,0,31
Marketing Manager,Colorado Springs,CO,38.8339578,-104.8253485,47752,35
Industrial Psychologist,Colorado Springs,CO,38.8339578,-104.8253485,0,1
Podiatrist,Colorado Springs,CO,38.8339578,-104.8253485,0,1
Environmental Engineer,Colorado Springs,CO,38.8339578,-104.8253485,0,34
Social and Community Service Manager,Colorado Springs,CO,38.8339578,-104.8253485,0,2
Lawyer,Colorado Springs,CO,38.8339578,-104.8253485,73731,3
Marriage and Family Therapist,Colorado Springs,CO,38.8339578,-104.8253485,0,6
Medical Assistant,Colorado Springs,CO,38.8339578,-104.8253485,12.63,40
Data Analyst,Colorado Springs,CO,38.8339578,-104.8253485,59112,283
Actuary,Colorado Springs,CO,38.8339578,-104.8253485,180656,1
Medical Records Technician,Colorado Springs,CO,38.8339578,-104.8253485,0,173
Prosthodontist,Colorado Springs,CO,38.8339578,-104.8253485,0,0
Construction Manager,Colorado Springs,CO,38.8339578,-104.8253485,70365,156
Veterinary Technologist and Technician,Colorado Springs,CO,38.8339578,-104.8253485,0,0
Landscaper and Groundskeeper,Colorado Springs,CO,38.8339578,-104.8253485,0,0
Computer Network Architect,Colorado Springs,CO,38.8339578,-104.8253485,0,1
Orthotist and Prosthetist,Colorado Springs,CO,38.8339578,-104.8253485,0,0
Personal Care Aide,Colorado Springs,CO,38.8339578,-104.8253485,0,19
Computer Systems Administrator,Colorado Springs,CO,38.8339578,-104.8253485,0,213
Massage Therapist,Colorado Springs,CO,38.8339578,-104.8253485,29.61,19
Cartographer,Colorado Springs,CO,38.8339578,-104.8253485,0,0
Dental Assistant,Colorado Springs,CO,38.8339578,-104.8253485,16.99,20
Management Analyst,Colorado Springs,CO,38.8339578,-104.8253485,0,9
Solar Photovoltaic Installer,Colorado Springs,CO,38.8339578,-104.8253485,0,0
Physical Therapist Aide,Colorado Springs,CO,38.8339578,-104.8253485,0,5
Occupational Therapy Assistant,Colorado Springs,CO,38.8339578,-104.8253485,0,44
Mental Health Counselor,Colorado Springs,CO,38.8339578,-104.8253485,0,28
Environmental Engineering Technician,Colorado Springs,CO,38.8339578,-104.8253485,0,9
Nail Technician,Colorado Springs,CO,38.8339578,-104.8253485,14.58,4
Plumber,Colorado Springs,CO,38.8339578,-104.8253485,27.28,27
Radiologic Technologist,Colorado Springs,CO,38.8339578,-104.8253485,0,14
MRI Technologist,Colorado Springs,CO,38.8339578,-104.8253485,36.93,1
Chiropractor,Colorado Springs,CO,38.8339578,-104.8253485,59318,1
Cost Estimator,Colorado Springs,CO,38.8339578,-104.8253485,0,8
Financial Analyst,Colorado Springs,CO,38.8339578,-104.8253485,56336,51
Insurance Sales Agent,Colorado Springs,CO,38.8339578,-104.8253485,0,4
School Counselor,Colorado Springs,CO,38.8339578,-104.8253485,19.75,38
Nurse Midwife,Colorado Springs,CO,38.8339578,-104.8253485,0,0
Paralegal,Colorado Springs,CO,38.8339578,-104.8253485,36078,1
Phlebotomist,Colorado Springs,CO,38.8339578,-104.8253485,10.91,13
Loan Officer,Colorado Springs,CO,38.8339578,-104.8253485,97919,25
Clinical Social Worker,Colorado Springs,CO,38.8339578,-104.8253485,0,11
Compliance Officer,Colorado Springs,CO,38.8339578,-104.8253485,83632,4
Dietitian and Nutritionist,Colorado Springs,CO,38.8339578,-104.8253485,0,0
Ophthalmic Medical Technician,Colorado Springs,CO,38.8339578,-104.8253485,0,2
Clinical Laboratory Technician,Colorado Springs,CO,38.8339578,-104.8253485,0,67
Licensed Practical and Licensed Vocational Nurse,Colorado Springs,CO,38.8339578,-104.8253485,0,0
Electrician,Colorado Springs,CO,38.8339578,-104.8253485,25.7,20
HR Specialist,Colorado Springs,CO,38.8339578,-104.8253485,0,16
Wind Turbine Technician,Colorado Springs,CO,38.8339578,-104.8253485,0,0
Logistician,Colorado Springs,CO,38.8339578,-104.8253485,0,1
Residential Advisor,Colorado Springs,CO,38.8339578,-104.8253485,0,1
Optician,Colorado Springs,CO,38.8339578,-104.8253485,17.6,3
Computer Support Specialist,Colorado Springs,CO,38.8339578,-104.8253485,0,204
Esthetician and Skincare Specialist,Colorado Springs,CO,38.8339578,-104.8253485,0,0
Restaurant Cook,Colorado Springs,CO,38.8339578,-104.8253485,0,121
Software Engineer,Austin,TX,30.2711286,-97.7436995,111442,"3,753"
Dentist,Austin,TX,30.2711286,-97.7436995,204850,24
Physician Assistant,Austin,TX,30.2711286,-97.7436995,101716,125
Orthodontist,Austin,TX,30.2711286,-97.7436995,0,7
Nurse Practitioner,Austin,TX,30.2711286,-97.7436995,105670,80
Statistician,Austin,TX,30.2711286,-97.7436995,0,33
Physician,Austin,TX,30.2711286,-97.7436995,200630,96
Speech Language Pathologist,Austin,TX,30.2711286,-97.7436995,49.13,87
Oral and Maxillofacial Surgeon,Austin,TX,30.2711286,-97.7436995,0,0
Veterinarian,Austin,TX,30.2711286,-97.7436995,91695,43
Medical and Health Services Manager,Austin,TX,30.2711286,-97.7436995,0,0
IT Manager,Austin,TX,30.2711286,-97.7436995,108379,421
Registered Nurse,Austin,TX,30.2711286,-97.7436995,30.04,"1,299"
Mathematician,Austin,TX,30.2711286,-97.7436995,0,33
Physical Therapist,Austin,TX,30.2711286,-97.7436995,77305,199
Optometrist,Austin,TX,30.2711286,-97.7436995,210945,15
Anesthesiologist,Austin,TX,30.2711286,-97.7436995,280223,17
Obstetrician and Gynecologist,Austin,TX,30.2711286,-97.7436995,0,0
Surgeon,Austin,TX,30.2711286,-97.7436995,0,126
Operations Research Analyst,Austin,TX,30.2711286,-97.7436995,0,203
Nurse Anesthetist,Austin,TX,30.2711286,-97.7436995,0,1
Pediatrician,Austin,TX,30.2711286,-97.7436995,210981,10
Web Developer,Austin,TX,30.2711286,-97.7436995,69982,788
Dental Hygienist,Austin,TX,30.2711286,-97.7436995,39.16,57
Genetic Counselor,Austin,TX,30.2711286,-97.7436995,0,2
Physical Therapist Assistant,Austin,TX,30.2711286,-97.7436995,27.15,34
Financial Manager,Austin,TX,30.2711286,-97.7436995,0,13
Occupational Therapist,Austin,TX,30.2711286,-97.7436995,90503,83
Psychologist,Austin,TX,30.2711286,-97.7436995,149427,31
Database Administrator,Austin,TX,30.2711286,-97.7436995,104686,140
Financial Advisor,Austin,TX,30.2711286,-97.7436995,59796,278
Mechanical Engineer,Austin,TX,30.2711286,-97.7436995,93242,369
Civil Engineer,Austin,TX,30.2711286,-97.7436995,87888,387
Psychiatrist,Austin,TX,30.2711286,-97.7436995,246458,38
Substance Abuse and Behavioral Disorder Counselor,Austin,TX,30.2711286,-97.7436995,0,0
School Psychologist,Austin,TX,30.2711286,-97.7436995,81800,1
Home Health Aide,Austin,TX,30.2711286,-97.7436995,12.1,85
Information Security Analyst,Austin,TX,30.2711286,-97.7436995,63440,246
Pilot,Austin,TX,30.2711286,-97.7436995,172709,136
Respiratory Therapist,Austin,TX,30.2711286,-97.7436995,31.58,43
Diagnostic Medical Sonographer,Austin,TX,30.2711286,-97.7436995,0,3
Accountant,Austin,TX,30.2711286,-97.7436995,59426,323
Market Research Analyst,Austin,TX,30.2711286,-97.7436995,0,2
Business Operations Manager,Austin,TX,30.2711286,-97.7436995,0,204
Marketing Manager,Austin,TX,30.2711286,-97.7436995,81055,390
Industrial Psychologist,Austin,TX,30.2711286,-97.7436995,0,0
Podiatrist,Austin,TX,30.2711286,-97.7436995,0,5
Environmental Engineer,Austin,TX,30.2711286,-97.7436995,0,248
Social and Community Service Manager,Austin,TX,30.2711286,-97.7436995,0,33
Lawyer,Austin,TX,30.2711286,-97.7436995,137351,79
Marriage and Family Therapist,Austin,TX,30.2711286,-97.7436995,0,6
Medical Assistant,Austin,TX,30.2711286,-97.7436995,16.27,195
Data Analyst,Austin,TX,30.2711286,-97.7436995,65968,951
Actuary,Austin,TX,30.2711286,-97.7436995,93278,4
Medical Records Technician,Austin,TX,30.2711286,-97.7436995,0,332
Prosthodontist,Austin,TX,30.2711286,-97.7436995,0,1
Construction Manager,Austin,TX,30.2711286,-97.7436995,75944,833
Veterinary Technologist and Technician,Austin,TX,30.2711286,-97.7436995,0,0
Landscaper and Groundskeeper,Austin,TX,30.2711286,-97.7436995,0,0
Computer Network Architect,Austin,TX,30.2711286,-97.7436995,0,1
Orthotist and Prosthetist,Austin,TX,30.2711286,-97.7436995,0,0
Personal Care Aide,Austin,TX,30.2711286,-97.7436995,0,67
Computer Systems Administrator,Austin,TX,30.2711286,-97.7436995,0,265
Massage Therapist,Austin,TX,30.2711286,-97.7436995,26.36,111
Cartographer,Austin,TX,30.2711286,-97.7436995,0,0
Dental Assistant,Austin,TX,30.2711286,-97.7436995,17.54,91
Management Analyst,Austin,TX,30.2711286,-97.7436995,0,20
Solar Photovoltaic Installer,Austin,TX,30.2711286,-97.7436995,0,0
Physical Therapist Aide,Austin,TX,30.2711286,-97.7436995,0,16
Occupational Therapy Assistant,Austin,TX,30.2711286,-97.7436995,0,32
Mental Health Counselor,Austin,TX,30.2711286,-97.7436995,0,110
Environmental Engineering Technician,Austin,TX,30.2711286,-97.7436995,0,45
Nail Technician,Austin,TX,30.2711286,-97.7436995,20.34,11
Plumber,Austin,TX,30.2711286,-97.7436995,25.25,97
Radiologic Technologist,Austin,TX,30.2711286,-97.7436995,0,76
MRI Technologist,Austin,TX,30.2711286,-97.7436995,36.21,3
Chiropractor,Austin,TX,30.2711286,-97.7436995,63428,20
Cost Estimator,Austin,TX,30.2711286,-97.7436995,0,2
Financial Analyst,Austin,TX,30.2711286,-97.7436995,70506,404
Insurance Sales Agent,Austin,TX,30.2711286,-97.7436995,0,28
School Counselor,Austin,TX,30.2711286,-97.7436995,12.01,142
Nurse Midwife,Austin,TX,30.2711286,-97.7436995,0,2
Paralegal,Austin,TX,30.2711286,-97.7436995,54595,35
Phlebotomist,Austin,TX,30.2711286,-97.7436995,14.68,37
Loan Officer,Austin,TX,30.2711286,-97.7436995,88160,67
Clinical Social Worker,Austin,TX,30.2711286,-97.7436995,0,46
Compliance Officer,Austin,TX,30.2711286,-97.7436995,56050,25
Dietitian and Nutritionist,Austin,TX,30.2711286,-97.7436995,0,0
Ophthalmic Medical Technician,Austin,TX,30.2711286,-97.7436995,0,7
Clinical Laboratory Technician,Austin,TX,30.2711286,-97.7436995,0,9
Licensed Practical and Licensed Vocational Nurse,Austin,TX,30.2711286,-97.7436995,0,0
Electrician,Austin,TX,30.2711286,-97.7436995,21.9,106
HR Specialist,Austin,TX,30.2711286,-97.7436995,0,243
Wind Turbine Technician,Austin,TX,30.2711286,-97.7436995,0,1
Logistician,Austin,TX,30.2711286,-97.7436995,0,0
Residential Advisor,Austin,TX,30.2711286,-97.7436995,0,20
Optician,Austin,TX,30.2711286,-97.7436995,14.68,10
Computer Support Specialist,Austin,TX,30.2711286,-97.7436995,0,3
Esthetician and Skincare Specialist,Austin,TX,30.2711286,-97.7436995,0,0
Restaurant Cook,Austin,TX,30.2711286,-97.7436995,0,457
Software Engineer,Grand Rapids,MI,42.9142413,-85.533004,84478,307
Dentist,Grand Rapids,MI,42.9142413,-85.533004,275038,8
Physician Assistant,Grand Rapids,MI,42.9142413,-85.533004,21862,73
Orthodontist,Grand Rapids,MI,42.9142413,-85.533004,0,0
Nurse Practitioner,Grand Rapids,MI,42.9142413,-85.533004,117536,11
Statistician,Grand Rapids,MI,42.9142413,-85.533004,0,1
Physician,Grand Rapids,MI,42.9142413,-85.533004,21862,78
